Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Italy,"Rice, paddy",1992,58758.0,834.9,88228.0,12.9
Italy,"Rice, paddy",1993,56317.0,788.6,89282.0,12.65
Italy,"Rice, paddy",1994,57661.0,791.4,81218.0,13.68
Italy,"Rice, paddy",1995,55206.0,849.3,84153.0,12.66
Italy,"Rice, paddy",1996,58122.0,1030.2,74617.0,12.18
Italy,"Rice, paddy",1997,61950.0,770.0,84799.0,13.14
Italy,"Rice, paddy",1998,62573.0,784.8,84117.0,12.93
Italy,"Rice, paddy",1999,64635.0,855.7,81583.0,13.15
Italy,"Rice, paddy",2000,55810.0,835.1,79447.0,13.47
Italy,"Rice, paddy",2001,58494.0,769.3,75978.0,13.16
Italy,"Rice, paddy",2002,62700.0,951.4,94211.0,13.44
Italy,"Rice, paddy",2003,64129.0,716.7,86058.0,13.47
Italy,"Rice, paddy",2004,66317.0,854.5,83810.0,12.9
Italy,"Rice, paddy",2005,63074.0,839.2,84647.0,12.58
Italy,"Rice, paddy",2006,62772.0,729.7,74349.0,13.29
Italy,"Rice, paddy",2007,66240.0,736.6,80454.0,13.45
Italy,"Rice, paddy",2008,61949.0,929.7,79643.0,13.29
Italy,"Rice, paddy",2009,67941.0,890.6,74172.0,13.36
Italy,"Rice, paddy",2010,61219.0,986.4,71613.0,12.68
Italy,"Rice, paddy",2011,60452.0,719.9,70326.0,13.64
Italy,"Rice, paddy",2012,68133.0,741.2,61650.0,13.44
Italy,"Rice, paddy",2013,66342.0,855.7,55455.0,13.13
Italy,"Rice, paddy",2014,63148.0,938.6,59235.0,13.97
Italy,"Rice, paddy",2015,66785.0,687.2,63085.0,13.88
Italy,"Rice, paddy",2016,67797.0,745.3,59964.0,13.61
Italy,"Rice, paddy",2017,68253.0,628.4,56451.0,13.5
Italy,"Rice, paddy",2018,67687.0,764.3,54039.0,14.19
Italy,"Rice, paddy",2019,67837.0,891.3,48405.0,13.97
Italy,"Rice, paddy",2020,66316.0,761.1,56373.0,13.98
Italy,"Rice, paddy",2021,64275.0,712.2,50177.0,13.47
Italy,"Rice, paddy",2022,56632.0,578.7,44424.0,14.44
Italy,"Rice, paddy",2023,65575.0,772.9,39571.0,14.38
Italy,Sorghum,1990,48234.0,806.9,100596.0,13.06
Italy,Sorghum,1991,55089.0,789.8,88917.0,12.24
Italy,Sorghum,1992,59232.0,834.9,88228.0,12.9
Italy,Sorghum,1993,59684.0,788.6,89282.0,12.65
Italy,Sorghum,1994,59924.0,791.4,81218.0,13.68
Italy,Sorghum,1995,62412.0,849.3,84153.0,12.66
Italy,Sorghum,1996,58388.0,1030.2,74617.0,12.18
Italy,Sorghum,1997,57487.0,770.0,84799.0,13.14
Italy,Sorghum,1998,55463.0,784.8,84117.0,12.93
Italy,Sorghum,1999,64309.0,855.7,81583.0,13.15
Italy,Sorghum,2000,63445.0,835.1,79447.0,13.47
Italy,Sorghum,2001,62045.0,769.3,75978.0,13.16
Italy,Sorghum,2002,63110.0,951.4,94211.0,13.44
Italy,Sorghum,2003,51798.0,716.7,86058.0,13.47
Italy,Sorghum,2004,62847.0,854.5,83810.0,12.9
Italy,Sorghum,2005,58558.0,839.2,84647.0,12.58
Italy,Sorghum,2006,57296.0,729.7,74349.0,13.29
Italy,Sorghum,2007,56759.0,736.6,80454.0,13.45
Italy,Sorghum,2008,57960.0,929.7,79643.0,13.29
Italy,Sorghum,2009,61003.0,890.6,74172.0,13.36
Italy,Sorghum,2010,66683.0,986.4,71613.0,12.68
Italy,Sorghum,2011,70972.0,719.9,70326.0,13.64
Italy,Sorghum,2012,41979.0,741.2,61650.0,13.44
Italy,Sorghum,2013,62061.0,855.7,55455.0,13.13
Italy,Sorghum,2014,71056.0,938.6,59235.0,13.97
Italy,Sorghum,2015,64843.0,687.2,63085.0,13.88
Italy,Sorghum,2016,71576.0,745.3,59964.0,13.61
Italy,Sorghum,2017,58848.0,628.4,56451.0,13.5
Italy,Sorghum,2018,76694.0,764.3,54039.0,14.19
Italy,Sorghum,2019,68985.0,891.3,48405.0,13.97
Italy,Sorghum,2020,70650.0,761.1,56373.0,13.98
Italy,Sorghum,2021,61521.0,712.2,50177.0,13.47
Italy,Sorghum,2022,54802.0,578.7,44424.0,14.44
Italy,Sorghum,2023,60156.0,772.9,39571.0,14.38
Italy,Soybeans,1990,33588.0,806.9,100596.0,13.06
Italy,Soybeans,1991,36828.0,789.8,88917.0,12.24
Italy,Soybeans,1992,31316.0,834.9,88228.0,12.9
Italy,Soybeans,1993,31552.0,788.6,89282.0,12.65
Italy,Soybeans,1994,33501.0,791.4,81218.0,13.68
Italy,Soybeans,1995,37525.0,849.3,84153.0,12.66
Italy,Soybeans,1996,36951.0,1030.2,74617.0,12.18
Italy,Soybeans,1997,38018.0,770.0,84799.0,13.14
Italy,Soybeans,1998,35040.0,784.8,84117.0,12.93
Italy,Soybeans,1999,35329.0,855.7,81583.0,13.15
Italy,Soybeans,2000,35761.0,835.1,79447.0,13.47
Italy,Soybeans,2001,38122.0,769.3,75978.0,13.16
Italy,Soybeans,2002,38613.0,951.4,94211.0,13.44
Italy,Soybeans,2003,26109.0,716.7,86058.0,13.47
Italy,Soybeans,2004,34458.0,854.5,83810.0,12.9
Italy,Soybeans,2005,36303.0,839.2,84647.0,12.58
Italy,Soybeans,2006,30987.0,729.7,74349.0,13.29
Italy,Soybeans,2007,31342.0,736.6,80454.0,13.45
Italy,Soybeans,2008,32121.0,929.7,79643.0,13.29
Italy,Soybeans,2009,34759.0,890.6,74172.0,13.36
Italy,Soybeans,2010,34639.0,986.4,71613.0,12.68
Italy,Soybeans,2011,34024.0,719.9,70326.0,13.64
Italy,Soybeans,2012,27591.0,741.2,61650.0,13.44
Italy,Soybeans,2013,33906.0,855.7,55455.0,13.13
Italy,Soybeans,2014,40072.0,938.6,59235.0,13.97
Italy,Soybeans,2015,36151.0,687.2,63085.0,13.88
Italy,Soybeans,2016,37539.0,745.3,59964.0,13.61
Italy,Soybeans,2017,31629.0,628.4,56451.0,13.5
Italy,Soybeans,2018,36325.0,764.3,54039.0,14.19
Italy,Soybeans,2019,38153.0,891.3,48405.0,13.97
Italy,Soybeans,2020,39262.0,761.1,56373.0,13.98
Italy,Soybeans,2021,32350.0,712.2,50177.0,13.47
Italy,Soybeans,2022,27542.0,578.7,44424.0,14.44
Italy,Soybeans,2023,35271.0,772.9,39571.0,14.38
Italy,Sweet potatoes,1990,214829.0,806.9,100596.0,13.06
Italy,Sweet potatoes,1991,214905.0,789.8,88917.0,12.24
Italy,Sweet potatoes,1992,235174.0,834.9,88228.0,12.9
Italy,Sweet potatoes,1993,242578.0,788.6,89282.0,12.65
Italy,Sweet potatoes,1994,237708.0,791.4,81218.0,13.68
Italy,Sweet potatoes,1995,239079.0,849.3,84153.0,12.66
Italy,Sweet potatoes,1996,221667.0,1030.2,74617.0,12.18
Italy,Sweet potatoes,1997,198059.0,770.0,84799.0,13.14
Italy,Sweet potatoes,1998,171429.0,784.8,84117.0,12.93
Italy,Sweet potatoes,1999,80243.0,855.7,81583.0,13.15
Italy,Sweet potatoes,2000,114353.0,835.1,79447.0,13.47
Italy,Sweet potatoes,2001,115008.0,769.3,75978.0,13.16
Italy,Sweet potatoes,2002,113661.0,951.4,94211.0,13.44
Italy,Sweet potatoes,2003,151231.0,716.7,86058.0,13.47
Italy,Sweet potatoes,2004,159900.0,854.5,83810.0,12.9
Italy,Sweet potatoes,2005,141516.0,839.2,84647.0,12.58
Italy,Sweet potatoes,2006,144453.0,729.7,74349.0,13.29
Italy,Sweet potatoes,2007,185605.0,736.6,80454.0,13.45
Italy,Sweet potatoes,2008,200936.0,929.7,79643.0,13.29
Italy,Sweet potatoes,2009,177016.0,890.6,74172.0,13.36
Italy,Sweet potatoes,2010,189956.0,986.4,71613.0,12.68
Italy,Sweet potatoes,2011,207114.0,719.9,70326.0,13.64
Italy,Sweet potatoes,2012,195236.0,741.2,61650.0,13.44
Italy,Sweet potatoes,2013,227753.0,855.7,55455.0,13.13
Italy,Sweet potatoes,2014,214780.0,938.6,59235.0,13.97
Italy,Sweet potatoes,2015,213192.0,687.2,63085.0,13.88
Italy,Sweet potatoes,2016,199607.0,745.3,59964.0,13.61
Italy,Sweet potatoes,2017,218918.0,628.4,56451.0,13.5
Italy,Wheat,1990,29243.0,806.9,100596.0,13.06
Italy,Wheat,1991,35094.0,789.8,88917.0,12.24
Italy,Wheat,1992,35506.0,834.9,88228.0,12.9
Italy,Wheat,1993,35533.0,788.6,89282.0,12.65
Italy,Wheat,1994,34796.0,791.4,81218.0,13.68
Italy,Wheat,1995,32013.0,849.3,84153.0,12.66
Italy,Wheat,1996,33170.0,1030.2,74617.0,12.18
Italy,Wheat,1997,28563.0,770.0,84799.0,13.14
Italy,Wheat,1998,35818.0,784.8,84117.0,12.93
Italy,Wheat,1999,32434.0,855.7,81583.0,13.15
Italy,Wheat,2000,32133.0,835.1,79447.0,13.47
Italy,Wheat,2001,28013.0,769.3,75978.0,13.16
Italy,Wheat,2002,31247.0,951.4,94211.0,13.44
Italy,Wheat,2003,27482.0,716.7,86058.0,13.47
Italy,Wheat,2004,36698.0,854.5,83810.0,12.9
Italy,Wheat,2005,36352.0,839.2,84647.0,12.58
Italy,Wheat,2006,37295.0,729.7,74349.0,13.29
Italy,Wheat,2007,34137.0,736.6,80454.0,13.45
Italy,Wheat,2008,38689.0,929.7,79643.0,13.29
Italy,Wheat,2009,35859.0,890.6,74172.0,13.36
Italy,Wheat,2010,37421.0,986.4,71613.0,12.68
Italy,Wheat,2011,38335.0,719.9,70326.0,13.64
Italy,Wheat,2012,41293.0,741.2,61650.0,13.44
Italy,Wheat,2013,38441.0,855.7,55455.0,13.13
Italy,Wheat,2014,38107.0,938.6,59235.0,13.97
Italy,Wheat,2015,39280.0,687.2,63085.0,13.88
Italy,Wheat,2016,42030.0,745.3,59964.0,13.61
Italy,Wheat,2017,38562.0,628.4,56451.0,13.5
Italy,Wheat,2018,38999.0,764.3,54039.0,14.19
Italy,Wheat,2019,38409.0,891.3,48405.0,13.97
Italy,Wheat,2020,39248.0,761.1,56373.0,13.98
Italy,Wheat,2021,42248.0,712.2,50177.0,13.47
Italy,Wheat,2022,37200.0,578.7,44424.0,14.44
Italy,Wheat,2023,36917.0,772.9,39571.0,14.38
Jamaica,Cassava,1990,119102.0,1787.3,1217.0,25.63
Jamaica,Cassava,1991,120268.0,1725.7,1217.0,25.56
Jamaica,Cassava,1992,151186.0,1468.2,1217.0,25.68
Jamaica,Cassava,1993,186649.0,2414.4,1217.0,25.71
Jamaica,Cassava,1994,195385.0,1690.0,1217.0,25.96
Jamaica,Cassava,1995,205018.0,2088.7,1259.0,25.87
Jamaica,Cassava,1996,208699.0,2290.3,1316.0,25.38
Jamaica,Cassava,1997,188884.0,1435.2,621.0,26.09
Jamaica,Cassava,1998,191949.0,1893.2,1095.0,26.35
Jamaica,Cassava,1999,190186.0,2162.9,1333.0,25.82
Jamaica,Cassava,2000,181048.0,1710.7,1379.0,25.73
Jamaica,Cassava,2001,188566.0,2024.4,1492.0,25.9
Jamaica,Cassava,2002,188575.0,1795.7,1373.0,26.13
Jamaica,Cassava,2003,192071.0,2002.0,1441.0,26.14
Jamaica,Cassava,2004,184154.0,1551.0,1355.0,25.93
Jamaica,Cassava,2005,176320.0,2489.5,1373.0,25.91
Jamaica,Cassava,2006,186213.0,1705.7,1244.0,26.1
Jamaica,Cassava,2007,186683.0,2466.4,1289.0,25.92
Jamaica,Cassava,2008,185993.0,1898.9,1287.0,25.64
Jamaica,Cassava,2009,186352.0,1688.3,1252.0,25.77
Jamaica,Cassava,2010,185271.0,2575.4,1034.0,25.43
Jamaica,Cassava,2011,188896.0,2282.7,1109.0,25.61
Jamaica,Cassava,2012,188866.0,1719.1,1279.0,25.82
Jamaica,Cassava,2013,187795.0,1449.4,1218.0,26.19
Jamaica,Cassava,2014,183989.0,2237.0,1139.0,26.22
Jamaica,Cassava,2015,184562.0,1399.0,1051.0,26.44
Jamaica,Cassava,2016,192381.0,1751.8,1409.0,26.32
Jamaica,Cassava,2017,193685.0,2844.5,1561.0,26.24
Jamaica,Cassava,2018,201054.0,1400.1,1531.0,26.17
Jamaica,Cassava,2019,208725.0,1607.7,1500.0,26.41
Jamaica,Cassava,2020,212503.0,2222.4,1853.0,26.38
Jamaica,Cassava,2021,202473.0,2036.1,1642.0,26.16
Jamaica,Cassava,2022,208361.0,1802.8,1642.0,26.1
Jamaica,Cassava,2023,202356.0,1955.0,1642.0,26.65
Jamaica,Maize,1990,10588.0,1787.3,1217.0,25.63
Jamaica,Maize,1991,11667.0,1725.7,1217.0,25.56
Jamaica,Maize,1992,14225.0,1468.2,1217.0,25.68
Jamaica,Maize,1993,15115.0,2414.4,1217.0,25.71
Jamaica,Maize,1994,13594.0,1690.0,1217.0,25.96
Jamaica,Maize,1995,13375.0,2088.7,1259.0,25.87
Jamaica,Maize,1996,13741.0,2290.3,1316.0,25.38
Jamaica,Maize,1997,11568.0,1435.2,621.0,26.09
Jamaica,Maize,1998,11436.0,1893.2,1095.0,26.35
Jamaica,Maize,1999,12231.0,2162.9,1333.0,25.82
Jamaica,Maize,2000,11487.0,1710.7,1379.0,25.73
Jamaica,Maize,2001,12068.0,2024.4,1492.0,25.9
Jamaica,Maize,2002,11818.0,1795.7,1373.0,26.13
Jamaica,Maize,2003,12315.0,2002.0,1441.0,26.14
Jamaica,Maize,2004,11842.0,1551.0,1355.0,25.93
Jamaica,Maize,2005,12547.0,2489.5,1373.0,25.91
Jamaica,Maize,2006,12284.0,1705.7,1244.0,26.1
Jamaica,Maize,2007,11950.0,2466.4,1289.0,25.92
Jamaica,Maize,2008,12538.0,1898.9,1287.0,25.64
Jamaica,Maize,2009,12615.0,1688.3,1252.0,25.77
Jamaica,Maize,2010,11710.0,2575.4,1034.0,25.43
Jamaica,Maize,2011,12747.0,2282.7,1109.0,25.61
Jamaica,Maize,2012,11891.0,1719.1,1279.0,25.82
Jamaica,Maize,2013,11883.0,1449.4,1218.0,26.19
Jamaica,Maize,2014,11318.0,2237.0,1139.0,26.22
Jamaica,Maize,2015,11366.0,1399.0,1051.0,26.44
Jamaica,Maize,2016,10853.0,1751.8,1409.0,26.32
Jamaica,Maize,2017,11625.0,2844.5,1561.0,26.24
Jamaica,Maize,2018,11485.0,1400.1,1531.0,26.17
Jamaica,Maize,2019,11258.0,1607.7,1500.0,26.41
Jamaica,Maize,2020,11143.0,2222.4,1853.0,26.38
Jamaica,Maize,2021,11180.0,2036.1,1642.0,26.16
Jamaica,Maize,2022,11624.0,1802.8,1642.0,26.1
Jamaica,Maize,2023,11404.0,1955.0,1642.0,26.65
Jamaica,Plantains and others,1990,138727.0,1787.3,1217.0,25.63
Jamaica,Plantains and others,1991,135699.0,1725.7,1217.0,25.56
Jamaica,Plantains and others,1992,155229.0,1468.2,1217.0,25.68
Jamaica,Plantains and others,1993,171181.0,2414.4,1217.0,25.71
Jamaica,Plantains and others,1994,170149.0,1690.0,1217.0,25.96
Jamaica,Plantains and others,1995,171784.0,2088.7,1259.0,25.87
Jamaica,Plantains and others,1996,166573.0,2290.3,1316.0,25.38
Jamaica,Plantains and others,1997,161101.0,1435.2,621.0,26.09
Jamaica,Plantains and others,1998,163556.0,1893.2,1095.0,26.35
Jamaica,Plantains and others,1999,169483.0,2162.9,1333.0,25.82
Jamaica,Plantains and others,2000,169825.0,1710.7,1379.0,25.73
Jamaica,Plantains and others,2001,179276.0,2024.4,1492.0,25.9
Jamaica,Plantains and others,2002,177133.0,1795.7,1373.0,26.13
Jamaica,Plantains and others,2003,177877.0,2002.0,1441.0,26.14
Jamaica,Plantains and others,2004,172093.0,1551.0,1355.0,25.93
Jamaica,Plantains and others,2005,172173.0,2489.5,1373.0,25.91
Jamaica,Plantains and others,2006,174995.0,1705.7,1244.0,26.1
Jamaica,Plantains and others,2007,173834.0,2466.4,1289.0,25.92
Jamaica,Plantains and others,2008,171829.0,1898.9,1287.0,25.64
Jamaica,Plantains and others,2009,185819.0,1688.3,1252.0,25.77
Jamaica,Plantains and others,2010,188295.0,2575.4,1034.0,25.43
Jamaica,Plantains and others,2011,204013.0,2282.7,1109.0,25.61
Jamaica,Plantains and others,2012,180025.0,1719.1,1279.0,25.82
Jamaica,Plantains and others,2013,184149.0,1449.4,1218.0,26.19
Jamaica,Plantains and others,2014,186214.0,2237.0,1139.0,26.22
Jamaica,Plantains and others,2015,183833.0,1399.0,1051.0,26.44
Jamaica,Plantains and others,2016,190344.0,1751.8,1409.0,26.32
Jamaica,Plantains and others,2017,192696.0,2844.5,1561.0,26.24
Jamaica,Plantains and others,2018,195860.0,1400.1,1531.0,26.17
Jamaica,Plantains and others,2019,193500.0,1607.7,1500.0,26.41
Jamaica,Plantains and others,2020,193115.0,2222.4,1853.0,26.38
Jamaica,Plantains and others,2021,194652.0,2036.1,1642.0,26.16
Jamaica,Plantains and others,2022,198447.0,1802.8,1642.0,26.1
Jamaica,Plantains and others,2023,192688.0,1955.0,1642.0,26.65
Jamaica,Potatoes,1990,122818.0,1787.3,1217.0,25.63
Jamaica,Potatoes,1991,91380.0,1725.7,1217.0,25.56
Jamaica,Potatoes,1992,111138.0,1468.2,1217.0,25.68
Jamaica,Potatoes,1993,119399.0,2414.4,1217.0,25.71
Jamaica,Potatoes,1994,143052.0,1690.0,1217.0,25.96
Jamaica,Potatoes,1995,144129.0,2088.7,1259.0,25.87
Jamaica,Potatoes,1996,146076.0,2290.3,1316.0,25.38
Jamaica,Potatoes,1997,147392.0,1435.2,621.0,26.09
Jamaica,Potatoes,1998,147897.0,1893.2,1095.0,26.35
Jamaica,Potatoes,1999,157082.0,2162.9,1333.0,25.82
Jamaica,Potatoes,2000,141042.0,1710.7,1379.0,25.73
Jamaica,Potatoes,2001,144634.0,2024.4,1492.0,25.9
Jamaica,Potatoes,2002,148595.0,1795.7,1373.0,26.13
Jamaica,Potatoes,2003,149111.0,2002.0,1441.0,26.14
Jamaica,Potatoes,2004,156346.0,1551.0,1355.0,25.93
Jamaica,Potatoes,2005,156141.0,2489.5,1373.0,25.91
Jamaica,Potatoes,2006,166966.0,1705.7,1244.0,26.1
Jamaica,Potatoes,2007,164330.0,2466.4,1289.0,25.92
Jamaica,Potatoes,2008,164849.0,1898.9,1287.0,25.64
Jamaica,Potatoes,2009,169416.0,1688.3,1252.0,25.77
Jamaica,Potatoes,2010,142411.0,2575.4,1034.0,25.43
Jamaica,Potatoes,2011,190236.0,2282.7,1109.0,25.61
Jamaica,Potatoes,2012,165440.0,1719.1,1279.0,25.82
Jamaica,Potatoes,2013,165914.0,1449.4,1218.0,26.19
Jamaica,Potatoes,2014,169498.0,2237.0,1139.0,26.22
Jamaica,Potatoes,2015,164544.0,1399.0,1051.0,26.44
Jamaica,Potatoes,2016,167226.0,1751.8,1409.0,26.32
Jamaica,Potatoes,2017,165043.0,2844.5,1561.0,26.24
Jamaica,Potatoes,2018,144202.0,1400.1,1531.0,26.17
Jamaica,Potatoes,2019,158758.0,1607.7,1500.0,26.41
Jamaica,Potatoes,2020,147440.0,2222.4,1853.0,26.38
Jamaica,Potatoes,2021,159838.0,2036.1,1642.0,26.16
Jamaica,Potatoes,2022,160111.0,1802.8,1642.0,26.1
Jamaica,Potatoes,2023,136701.0,1955.0,1642.0,26.65
Jamaica,"Rice, paddy",1990,23656.0,1787.3,1217.0,25.63
Jamaica,"Rice, paddy",1991,27019.0,1725.7,1217.0,25.56
Jamaica,"Rice, paddy",1992,23981.0,1468.2,1217.0,25.68
Jamaica,"Rice, paddy",1993,31279.0,2414.4,1217.0,25.71
Jamaica,"Rice, paddy",1994,29080.0,1690.0,1217.0,25.96
Jamaica,"Rice, paddy",1995,24308.0,2088.7,1259.0,25.87
Jamaica,"Rice, paddy",1996,14286.0,2290.3,1316.0,25.38
Jamaica,"Rice, paddy",1997,16111.0,1435.2,621.0,26.09
Jamaica,"Rice, paddy",1998,18750.0,1893.2,1095.0,26.35
Jamaica,"Rice, paddy",1999,10690.0,2162.9,1333.0,25.82
Jamaica,"Rice, paddy",2000,9231.0,1710.7,1379.0,25.73
Jamaica,"Rice, paddy",2001,13750.0,2024.4,1492.0,25.9
Jamaica,"Rice, paddy",2002,9091.0,1795.7,1373.0,26.13
Jamaica,"Rice, paddy",2003,10769.0,2002.0,1441.0,26.14
Jamaica,"Rice, paddy",2004,14286.0,1551.0,1355.0,25.93
Jamaica,"Rice, paddy",2005,30000.0,2489.5,1373.0,25.91
Jamaica,"Rice, paddy",2006,20000.0,1705.7,1244.0,26.1
Jamaica,"Rice, paddy",2007,29545.0,2466.4,1289.0,25.92
Jamaica,"Rice, paddy",2008,33333.0,1898.9,1287.0,25.64
Jamaica,"Rice, paddy",2009,40541.0,1688.3,1252.0,25.77
Jamaica,"Rice, paddy",2010,47397.0,2575.4,1034.0,25.43
Jamaica,"Rice, paddy",2011,53341.0,2282.7,1109.0,25.61
Jamaica,"Rice, paddy",2012,49023.0,1719.1,1279.0,25.82
Jamaica,"Rice, paddy",2013,42000.0,1449.4,1218.0,26.19
Jamaica,"Rice, paddy",2014,36667.0,2237.0,1139.0,26.22
Jamaica,"Rice, paddy",2015,45000.0,1399.0,1051.0,26.44
Jamaica,"Rice, paddy",2016,45333.0,1751.8,1409.0,26.32
Jamaica,"Rice, paddy",2017,10000.0,2844.5,1561.0,26.24
Jamaica,"Rice, paddy",2019,10000.0,1607.7,1500.0,26.41
Jamaica,Sweet potatoes,1990,112543.0,1787.3,1217.0,25.63
Jamaica,Sweet potatoes,1991,108643.0,1725.7,1217.0,25.56
Jamaica,Sweet potatoes,1992,134109.0,1468.2,1217.0,25.68
Jamaica,Sweet potatoes,1993,153282.0,2414.4,1217.0,25.71
Jamaica,Sweet potatoes,1994,150512.0,1690.0,1217.0,25.96
Jamaica,Sweet potatoes,1995,153491.0,2088.7,1259.0,25.87
Jamaica,Sweet potatoes,1996,164446.0,2290.3,1316.0,25.38
Jamaica,Sweet potatoes,1997,152379.0,1435.2,621.0,26.09
Jamaica,Sweet potatoes,1998,159788.0,1893.2,1095.0,26.35
Jamaica,Sweet potatoes,1999,161828.0,2162.9,1333.0,25.82
Jamaica,Sweet potatoes,2000,163362.0,1710.7,1379.0,25.73
Jamaica,Sweet potatoes,2001,164920.0,2024.4,1492.0,25.9
Jamaica,Sweet potatoes,2002,161648.0,1795.7,1373.0,26.13
Jamaica,Sweet potatoes,2003,168536.0,2002.0,1441.0,26.14
Jamaica,Sweet potatoes,2004,160959.0,1551.0,1355.0,25.93
Jamaica,Sweet potatoes,2005,164410.0,2489.5,1373.0,25.91
Jamaica,Sweet potatoes,2006,166159.0,1705.7,1244.0,26.1
Jamaica,Sweet potatoes,2007,165324.0,2466.4,1289.0,25.92
Jamaica,Sweet potatoes,2008,168278.0,1898.9,1287.0,25.64
Jamaica,Sweet potatoes,2009,170803.0,1688.3,1252.0,25.77
Jamaica,Sweet potatoes,2010,162639.0,2575.4,1034.0,25.43
Jamaica,Sweet potatoes,2011,182528.0,2282.7,1109.0,25.61
Jamaica,Sweet potatoes,2012,170818.0,1719.1,1279.0,25.82
Jamaica,Sweet potatoes,2013,172683.0,1449.4,1218.0,26.19
Jamaica,Sweet potatoes,2014,166717.0,2237.0,1139.0,26.22
Jamaica,Sweet potatoes,2015,168545.0,1399.0,1051.0,26.44
Jamaica,Sweet potatoes,2016,174442.0,1751.8,1409.0,26.32
Jamaica,Sweet potatoes,2017,172256.0,2844.5,1561.0,26.24
Jamaica,Sweet potatoes,2018,180966.0,1400.1,1531.0,26.17
Jamaica,Sweet potatoes,2019,175847.0,1607.7,1500.0,26.41
Jamaica,Sweet potatoes,2020,170495.0,2222.4,1853.0,26.38
Jamaica,Sweet potatoes,2021,173776.0,2036.1,1642.0,26.16
Jamaica,Sweet potatoes,2022,173803.0,1802.8,1642.0,26.1
Jamaica,Sweet potatoes,2023,158815.0,1955.0,1642.0,26.65
Jamaica,Yams,1990,130749.0,1787.3,1217.0,25.63
Jamaica,Yams,1991,133724.0,1725.7,1217.0,25.56
Jamaica,Yams,1992,153341.0,1468.2,1217.0,25.68
Jamaica,Yams,1993,160573.0,2414.4,1217.0,25.71
Jamaica,Yams,1994,160831.0,1690.0,1217.0,25.96
Jamaica,Yams,1995,168033.0,2088.7,1259.0,25.87
Jamaica,Yams,1996,169038.0,2290.3,1316.0,25.38
Jamaica,Yams,1997,158136.0,1435.2,621.0,26.09
Jamaica,Yams,1998,159705.0,1893.2,1095.0,26.35
Jamaica,Yams,1999,163770.0,2162.9,1333.0,25.82
Jamaica,Yams,2000,154994.0,1710.7,1379.0,25.73
Jamaica,Yams,2001,164671.0,2024.4,1492.0,25.9
Jamaica,Yams,2002,164815.0,1795.7,1373.0,26.13
Jamaica,Yams,2003,165945.0,2002.0,1441.0,26.14
Jamaica,Yams,2004,159018.0,1551.0,1355.0,25.93
Jamaica,Yams,2005,150928.0,2489.5,1373.0,25.91
Jamaica,Yams,2006,165532.0,1705.7,1244.0,26.1
Jamaica,Yams,2007,156357.0,2466.4,1289.0,25.92
Jamaica,Yams,2008,153372.0,1898.9,1287.0,25.64
Jamaica,Yams,2009,167203.0,1688.3,1252.0,25.77
Jamaica,Yams,2010,168102.0,2575.4,1034.0,25.43
Jamaica,Yams,2011,161745.0,2282.7,1109.0,25.61
Jamaica,Yams,2012,171042.0,1719.1,1279.0,25.82
Jamaica,Yams,2013,165476.0,1449.4,1218.0,26.19
Jamaica,Yams,2014,167433.0,2237.0,1139.0,26.22
Jamaica,Yams,2015,160501.0,1399.0,1051.0,26.44
Jamaica,Yams,2016,170549.0,1751.8,1409.0,26.32
Jamaica,Yams,2017,164729.0,2844.5,1561.0,26.24
Jamaica,Yams,2018,167780.0,1400.1,1531.0,26.17
Jamaica,Yams,2019,176483.0,1607.7,1500.0,26.41
Jamaica,Yams,2020,170823.0,2222.4,1853.0,26.38
Jamaica,Yams,2021,179689.0,2036.1,1642.0,26.16
Jamaica,Yams,2022,184626.0,1802.8,1642.0,26.1
Jamaica,Yams,2023,177494.0,1955.0,1642.0,26.65
Japan,Maize,1990,25457.0,1759.7,79821.0,12.29
Japan,Maize,1991,24915.0,1797.8,79821.0,11.66
Japan,Maize,1992,25180.0,1518.4,79821.0,11.37
Japan,Maize,1993,25000.0,1928.2,79821.0,10.87
Japan,Maize,1994,24852.0,1188.1,79821.0,12.12
Japan,Maize,1995,25000.0,1484.8,79821.0,11.35
Japan,Maize,1996,24510.0,1370.4,79821.0,10.97
Japan,Maize,1997,24771.0,1595.3,79821.0,11.63
Japan,Maize,1998,24468.0,1922.3,79821.0,12.23
Japan,Maize,1999,24000.0,1723.5,79821.0,11.99
Japan,Maize,2000,24710.0,1516.1,79821.0,11.8
Japan,Maize,2001,25000.0,1539.7,78735.0,11.49
Japan,Maize,2002,24615.0,1546.2,70263.0,11.77
Japan,Maize,2003,24979.0,1724.1,67870.0,11.45
Japan,Maize,2004,25000.0,1685.4,64689.0,12.38
Japan,Maize,2005,25263.0,1359.5,63830.0,11.48
Japan,Maize,2006,25332.0,1811.7,65248.0,11.68
Japan,Maize,2007,25406.0,1436.6,61164.0,12.13
Japan,Maize,2008,25470.0,1490.2,58750.0,11.81
Japan,Maize,2009,25385.0,1671.8,60971.0,11.88
Japan,Maize,2010,25659.0,1774.2,55576.0,12.15
Japan,Maize,2011,25817.0,1737.3,51796.0,11.69
Japan,Maize,2012,26154.0,1728.9,54716.0,11.49
Japan,Maize,2013,27273.0,1690.8,52794.0,11.9
Japan,Maize,2014,26971.0,1715.6,53544.0,11.66
Japan,Maize,2015,26249.0,1801.1,54171.0,12.19
Japan,Maize,2016,26867.0,1831.6,51006.0,12.3
