orden_compra,id_tiempo,mes,id_cultivo,id_proveedor,canal_reventa,hectareas_contratadas,volumen_comprado_ton,precio_compra_usd_ton,precio_reventa_usd_ton,costo_total_usd,ingreso_reventa_usd,margen_bruto_usd,merma_pct
OC-2010-00455,2010,8,3,2,Mercado de exportación,135.7,611.52,256.64,310.12,156940.49,189644.58,32704.09,6.9
OC-2011-00456,2011,1,3,37,Supermercados,98.4,470.62,277.48,330.21,130587.64,155403.43,24815.79,6.8
OC-2011-00457,2011,1,3,2,Industria procesadora,24.3,115.11,265.29,320.83,30537.53,36930.74,6393.21,7.7
OC-2011-00458,2011,9,3,10,Industria procesadora,106.8,534.8,267.94,335.0,143294.31,179158.0,35863.69,2.5
OC-2011-00459,2011,11,3,23,Supermercados,41.2,201.84,250.26,307.69,50512.48,62104.15,11591.67,4.5
OC-2011-00460,2011,1,3,1,Supermercados,188.8,882.46,246.31,307.61,217358.72,271453.52,54094.8,8.9
OC-2011-00461,2011,11,3,31,Mayoristas locales,16.8,78.69,257.98,318.65,20300.45,25074.57,4774.12,8.5
OC-2012-00462,2012,1,3,7,Supermercados,20.8,122.79,259.56,324.39,31871.37,39831.85,7960.48,3.3
OC-2012-00463,2012,3,3,22,Mercado de exportación,200.0,1178.89,252.44,322.7,297598.99,380427.8,82828.81,3.3
OC-2012-00464,2012,10,3,40,Mayoristas locales,103.6,585.66,241.79,286.08,141606.73,167545.61,25938.88,7.2
OC-2013-00465,2013,10,3,20,Industria procesadora,109.3,510.71,287.82,370.45,146992.55,189192.52,42199.97,5.8
OC-2013-00466,2013,1,3,18,Supermercados,85.8,415.36,255.77,315.82,106236.63,131179.0,24942.37,2.4
OC-2013-00467,2013,5,3,34,Industria procesadora,79.4,358.98,254.56,306.69,91381.95,110095.58,18713.63,8.8
OC-2013-00468,2013,12,3,16,Mayoristas locales,184.4,839.05,254.91,329.06,213882.24,276097.79,62215.55,8.2
OC-2013-00469,2013,10,3,11,Industria procesadora,77.5,363.52,263.58,324.89,95816.6,118104.01,22287.41,5.5
OC-2014-00470,2014,2,3,32,Industria procesadora,179.6,1240.58,246.83,290.92,306212.36,360909.53,54697.17,5.1
OC-2014-00471,2014,7,3,33,Supermercados,90.0,614.92,260.12,308.78,159952.99,189875.0,29922.01,6.2
OC-2014-00472,2014,6,3,2,Mayoristas locales,163.5,1115.08,256.29,318.34,285783.85,354974.57,69190.72,6.3
OC-2014-00473,2014,11,3,3,Industria procesadora,108.3,754.42,263.72,337.66,198955.64,254737.46,55781.82,4.3
OC-2015-00474,2015,6,3,34,Supermercados,28.5,170.64,253.51,298.47,43258.95,50930.92,7671.97,6.1
OC-2015-00475,2015,9,3,28,Industria procesadora,80.4,500.79,268.0,346.6,134211.72,173573.81,39362.09,2.5
OC-2015-00476,2015,2,3,2,Supermercados,96.5,597.45,270.51,318.38,161616.2,190216.13,28599.93,3.0
OC-2015-00477,2015,5,3,21,Mayoristas locales,113.9,694.45,248.34,297.09,172459.71,206314.15,33854.44,4.5
OC-2015-00478,2015,4,3,7,Supermercados,197.7,1204.4,263.89,318.91,317829.12,384095.2,66266.08,4.6
OC-2016-00479,2016,1,3,24,Supermercados,185.2,1101.85,271.12,350.44,298733.57,386132.31,87398.74,7.5
OC-2016-00480,2016,5,3,17,Industria procesadora,56.4,342.13,246.47,292.48,84324.78,100066.18,15741.4,5.7
OC-2016-00481,2016,10,3,36,Mayoristas locales,140.0,868.78,256.15,310.92,222538.0,270121.08,47583.08,3.5
OC-2016-00482,2016,2,3,35,Mayoristas locales,91.6,565.99,240.29,296.22,136001.74,167657.56,31655.82,4.0
OC-2016-00483,2016,9,3,17,Industria procesadora,143.5,844.24,270.04,338.94,227978.57,286146.71,58168.14,8.5
OC-2017-00484,2017,7,3,3,Industria procesadora,118.7,868.24,237.72,290.03,206398.01,251815.65,45417.64,4.7
OC-2017-00485,2017,5,3,17,Industria procesadora,20.8,151.77,262.97,340.22,39910.96,51635.19,11724.23,4.9
OC-2017-00486,2017,10,3,28,Mayoristas locales,218.4,1639.01,238.47,279.01,390854.71,457300.18,66445.47,2.3
OC-2017-00487,2017,5,3,39,Industria procesadora,169.3,1201.67,243.05,305.78,292065.89,367446.65,75380.76,7.6
OC-2018-00488,2018,1,3,26,Industria procesadora,117.6,735.62,237.82,283.15,174945.15,208290.8,33345.65,3.5
OC-2018-00489,2018,5,3,10,Mercado de exportación,59.6,373.56,265.57,317.45,99206.33,118586.62,19380.29,3.3
OC-2018-00490,2018,2,3,27,Mercado de exportación,43.3,269.15,270.86,323.57,72901.97,87088.87,14186.9,4.1
OC-2018-00491,2018,10,3,26,Supermercados,79.6,490.95,241.62,304.17,118623.34,149332.26,30708.92,4.8
OC-2018-00492,2018,12,3,22,Mercado de exportación,167.1,1010.69,264.64,314.58,267469.0,317942.86,50473.86,6.7
OC-2018-00493,2018,10,3,27,Supermercados,22.3,136.05,253.8,327.9,34529.49,44610.8,10081.31,6.0
OC-2018-00494,2018,7,3,11,Mercado de exportación,70.9,419.48,260.7,328.83,109358.44,137937.61,28579.17,8.7
OC-2019-00495,2019,12,3,22,Industria procesadora,57.0,305.15,252.98,312.57,77196.85,95380.74,18183.89,3.0
OC-2019-00496,2019,9,3,18,Supermercados,163.3,863.55,265.21,332.12,229022.1,286802.23,57780.13,4.2
OC-2019-00497,2019,11,3,30,Supermercados,130.5,663.77,245.09,296.34,162683.39,196701.6,34018.21,7.8
OC-2019-00498,2019,11,3,27,Supermercados,216.8,1128.94,267.67,313.39,302183.37,353798.51,51615.14,5.6
OC-2019-00499,2019,11,3,21,Mayoristas locales,31.7,168.44,258.45,303.05,43533.32,51045.74,7512.42,3.7
OC-2019-00500,2019,1,3,23,Mercado de exportación,214.2,1110.26,269.63,336.82,299359.4,373957.77,74598.37,6.1
OC-2020-00501,2020,2,3,34,Industria procesadora,53.0,279.55,263.75,311.01,73731.31,86942.85,13211.54,6.6
OC-2020-00502,2020,12,3,35,Supermercados,171.5,938.55,265.05,319.85,248762.68,300195.22,51432.54,3.1
OC-2020-00503,2020,3,3,6,Mercado de exportación,135.4,730.32,263.6,324.49,192512.35,236981.54,44469.19,4.5
OC-2020-00504,2020,6,3,34,Industria procesadora,214.9,1183.73,271.5,324.87,321382.7,384558.37,63175.67,2.5
OC-2020-00505,2020,2,3,10,Industria procesadora,148.2,794.08,271.88,345.16,215894.47,274084.65,58190.18,5.1
OC-2020-00506,2020,6,3,16,Mercado de exportación,122.1,636.49,255.17,312.24,162413.15,198737.64,36324.49,7.7
OC-2020-00507,2020,4,3,40,Mayoristas locales,161.3,884.05,248.83,303.64,219978.16,268432.94,48454.78,2.9
OC-2021-00508,2021,9,3,24,Supermercados,68.5,436.34,245.64,301.25,107182.56,131447.42,24264.86,6.5
OC-2021-00509,2021,12,3,25,Industria procesadora,121.9,806.07,246.6,306.69,198776.86,247213.61,48436.75,2.9
OC-2021-00510,2021,6,3,40,Industria procesadora,204.0,1348.52,263.32,322.58,355092.29,435005.58,79913.29,3.0
OC-2021-00511,2021,7,3,29,Industria procesadora,130.3,823.67,266.43,343.18,219450.4,282667.07,63216.67,7.3
OC-2021-00512,2021,3,3,22,Mayoristas locales,87.7,581.08,262.74,323.38,152672.96,187909.65,35236.69,2.8
OC-2022-00513,2022,6,3,31,Industria procesadora,16.6,120.13,258.68,323.97,31075.23,38918.52,7843.29,3.2
OC-2022-00514,2022,10,3,37,Mayoristas locales,105.4,769.05,260.26,332.95,200152.95,256055.2,55902.25,2.5
OC-2022-00515,2022,6,3,13,Mercado de exportación,208.3,1491.4,263.72,314.96,393312.01,469731.34,76419.33,4.4
OC-2022-00516,2022,10,3,35,Industria procesadora,70.7,500.31,259.76,332.3,129960.53,166253.01,36292.48,5.5
OC-2023-00517,2023,12,3,40,Supermercados,88.9,590.7,252.34,313.31,149057.24,185072.22,36014.98,5.5
OC-2023-00518,2023,1,3,35,Mercado de exportación,15.9,108.76,246.57,318.71,26816.95,34662.9,7845.95,2.8
OC-2023-00519,2023,5,3,21,Mercado de exportación,36.1,239.22,250.55,319.7,59936.57,76478.63,16542.06,5.7
OC-2023-00520,2023,6,3,21,Mercado de exportación,200.9,1316.31,260.46,316.83,342846.1,417046.5,74200.4,6.7
OC-2023-00521,2023,10,3,40,Supermercados,23.4,159.57,252.22,309.09,40246.75,49321.49,9074.74,2.9
OC-1990-00522,1990,12,4,9,Industria procesadora,211.8,1428.53,288.62,355.6,412302.33,507985.27,95682.94,6.0
OC-1990-00523,1990,12,4,10,Mercado de exportación,117.0,781.23,294.04,369.5,229712.87,288664.48,58951.61,6.9
OC-1990-00524,1990,12,4,31,Mercado de exportación,193.8,1310.06,297.2,362.44,389349.83,474818.15,85468.32,5.8
OC-1990-00525,1990,7,4,2,Industria procesadora,145.5,977.02,310.18,368.27,303052.06,359807.16,56755.1,6.4
OC-1991-00526,1991,2,4,33,Mercado de exportación,174.5,1133.25,294.7,361.92,333968.77,410145.84,76177.07,5.1
OC-1991-00527,1991,3,4,15,Supermercados,87.9,576.36,290.21,379.94,167265.44,218982.22,51716.78,4.1
OC-1991-00528,1991,1,4,10,Mayoristas locales,127.3,800.99,291.1,363.84,233168.19,291432.2,58264.01,8.1
OC-1991-00529,1991,8,4,26,Mayoristas locales,109.7,720.81,308.35,399.01,222261.76,287610.4,65348.64,3.9
OC-1991-00530,1991,8,4,4,Mayoristas locales,46.8,303.04,292.82,346.35,88736.17,104957.9,16221.73,5.4
OC-1992-00531,1992,11,4,39,Supermercados,48.5,360.86,287.85,355.38,103873.55,128242.43,24368.88,3.9
OC-1992-00532,1992,10,4,9,Mercado de exportación,189.3,1397.62,312.96,410.37,437399.16,573541.32,136142.16,4.7
OC-1992-00533,1992,6,4,40,Industria procesadora,56.8,419.52,278.72,363.92,116928.61,152671.72,35743.11,4.6
OC-1992-00534,1992,6,4,34,Supermercados,196.4,1451.57,285.87,352.46,414960.32,511620.36,96660.04,4.5
OC-1992-00535,1992,6,4,29,Supermercados,72.4,544.42,282.38,354.94,153733.32,193236.43,39503.11,2.9
OC-1992-00536,1992,9,4,7,Supermercados,173.7,1313.94,309.75,372.5,406992.92,489442.65,82449.73,2.3
OC-1993-00537,1993,1,4,35,Mayoristas locales,38.5,264.01,293.2,360.01,77407.73,95046.24,17638.51,8.1
OC-1993-00538,1993,8,4,2,Mercado de exportación,59.5,406.58,289.35,374.24,117643.92,152158.5,34514.58,8.5
OC-1993-00539,1993,6,4,2,Supermercados,76.4,556.72,292.46,365.6,162818.33,203536.83,40718.5,2.5
OC-1993-00540,1993,4,4,29,Mercado de exportación,134.8,936.74,289.24,361.54,270942.68,338668.98,67726.3,7.0
OC-1993-00541,1993,3,4,19,Industria procesadora,29.2,204.16,284.54,349.79,58091.69,71413.13,13321.44,6.5
OC-1993-00542,1993,11,4,22,Industria procesadora,34.9,250.37,306.58,373.28,76758.43,93458.11,16699.68,3.8
OC-1994-00543,1994,4,4,5,Supermercados,134.8,1074.14,302.93,361.61,325389.23,388419.77,63030.54,2.1
OC-1994-00544,1994,12,4,23,Supermercados,104.3,792.31,299.62,391.58,237391.92,310252.75,72860.83,6.6
OC-1994-00545,1994,11,4,38,Mayoristas locales,124.4,979.71,311.78,384.31,305453.98,376512.35,71058.37,3.2
OC-1994-00546,1994,9,4,16,Supermercados,126.2,969.37,297.33,350.19,288222.78,339463.68,51240.9,5.6
OC-1994-00547,1994,8,4,3,Mercado de exportación,172.1,1335.24,281.53,352.29,375910.12,470391.7,94481.58,4.7
OC-1995-00548,1995,5,4,34,Supermercados,194.1,1291.42,309.68,386.86,399926.95,499598.74,99671.79,7.2
OC-1995-00549,1995,12,4,32,Mayoristas locales,154.2,1073.24,304.17,387.56,326447.41,415944.89,89497.48,2.9
OC-1995-00550,1995,6,4,36,Industria procesadora,41.2,279.14,301.56,356.71,84177.46,99572.03,15394.57,5.6
OC-1995-00551,1995,11,4,5,Industria procesadora,48.0,314.32,294.06,357.5,92428.94,112369.4,19940.46,8.6
OC-1995-00552,1995,4,4,32,Industria procesadora,151.5,1050.67,288.78,368.44,303412.48,387108.85,83696.37,3.3
OC-1996-00553,1996,4,4,19,Industria procesadora,123.5,985.83,306.95,365.09,302600.52,359916.67,57316.15,6.0
OC-1996-00554,1996,8,4,3,Mayoristas locales,20.7,171.6,293.92,361.85,50436.67,62093.46,11656.79,2.3
OC-1996-00555,1996,3,4,23,Industria procesadora,149.4,1226.38,291.95,366.48,358041.64,449443.74,91402.1,3.3
OC-1996-00556,1996,1,4,7,Supermercados,24.5,196.93,313.28,384.72,61694.23,75762.91,14068.68,5.1
OC-1996-00557,1996,10,4,34,Mayoristas locales,102.7,835.25,309.79,376.2,258752.1,314221.05,55468.95,4.2
OC-1997-00558,1997,7,4,21,Industria procesadora,163.8,1392.31,312.5,404.31,435096.88,562924.86,127827.98,5.1
OC-1997-00559,1997,9,4,25,Industria procesadora,164.5,1428.06,287.47,362.18,410524.41,517214.77,106690.36,3.1
OC-1997-00560,1997,4,4,27,Supermercados,144.3,1210.02,297.18,373.41,359593.74,451833.57,92239.83,6.4
OC-1998-00561,1998,4,4,23,Industria procesadora,66.9,601.16,309.29,377.32,185932.78,226829.69,40896.91,2.5
OC-1998-00562,1998,7,4,33,Supermercados,132.1,1153.06,285.7,345.47,329429.24,398347.64,68918.4,5.3
OC-1998-00563,1998,11,4,25,Industria procesadora,35.3,316.61,291.5,368.19,92291.82,116572.64,24280.82,2.7
OC-1998-00564,1998,2,4,23,Industria procesadora,136.0,1197.73,278.33,359.75,333364.19,430883.37,97519.18,4.5
OC-1998-00565,1998,4,4,4,Mercado de exportación,174.0,1461.0,295.98,371.33,432426.78,542513.13,110086.35,8.9
OC-1998-00566,1998,8,4,30,Mercado de exportación,182.5,1543.27,305.37,364.77,471268.36,562938.6,91670.24,8.3
OC-1999-00567,1999,4,4,25,Mayoristas locales,62.6,543.7,299.24,375.46,162696.79,204137.6,41440.81,6.7
OC-1999-00568,1999,6,4,3,Supermercados,31.7,271.31,317.46,384.32,86130.07,104269.86,18139.79,8.1
OC-1999-00569,1999,5,4,1,Supermercados,143.5,1259.14,285.25,338.28,359169.69,425941.88,66772.19,5.7
OC-2000-00570,2000,4,4,13,Mercado de exportación,119.1,648.18,357.36,437.79,231633.6,283766.72,52133.12,3.4
OC-2000-00571,2000,7,4,24,Mercado de exportación,202.0,1082.03,359.97,439.46,389498.34,475508.9,86010.56,4.9
OC-2000-00572,2000,3,4,35,Supermercados,198.3,1070.56,346.21,429.95,370638.58,460287.27,89648.69,4.2
OC-2000-00573,2000,3,4,26,Mercado de exportación,171.5,907.83,353.25,449.3,320690.95,407888.02,87197.07,6.0
OC-2000-00574,2000,12,4,40,Industria procesadora,177.3,946.77,369.47,444.57,349803.11,420905.54,71102.43,5.2
OC-2000-00575,2000,7,4,3,Mayoristas locales,58.4,311.95,368.69,452.61,115012.85,141191.69,26178.84,5.1
OC-2001-00576,2001,12,4,33,Mayoristas locales,173.2,1577.39,304.22,384.13,479873.59,605922.82,126049.23,6.3
OC-2001-00577,2001,12,4,12,Mayoristas locales,65.8,617.6,312.09,382.58,192746.78,236281.41,43534.63,3.4
OC-2001-00578,2001,11,4,2,Mercado de exportación,188.1,1705.41,310.61,401.51,529717.4,684739.17,155021.77,6.8
OC-2001-00579,2001,7,4,29,Industria procesadora,190.2,1727.95,292.89,373.16,506099.28,644801.82,138702.54,6.6
OC-2001-00580,2001,6,4,26,Industria procesadora,107.5,959.22,291.24,360.44,279363.23,345741.26,66378.03,8.3
OC-2002-00581,2002,1,4,39,Industria procesadora,193.5,921.0,400.76,487.93,369099.96,449383.53,80283.57,2.4
OC-2002-00582,2002,4,4,11,Industria procesadora,163.7,745.87,359.26,429.7,267961.26,320500.34,52539.08,6.6
OC-2002-00583,2002,9,4,31,Supermercados,178.6,821.37,355.3,418.41,291832.76,343669.42,51836.66,5.7
OC-2003-00584,2003,8,4,16,Supermercados,132.8,942.19,285.62,360.56,269108.31,339716.03,70607.72,5.3
OC-2003-00585,2003,1,4,20,Industria procesadora,138.3,1013.36,316.74,390.7,320971.65,395919.75,74948.1,2.2
OC-2003-00586,2003,4,4,26,Mayoristas locales,113.8,812.5,290.28,365.98,235852.5,297358.75,61506.25,4.7
OC-2003-00587,2003,1,4,32,Mayoristas locales,123.2,853.44,298.82,369.7,255024.94,315516.77,60491.83,7.6
OC-2003-00588,2003,10,4,16,Mayoristas locales,164.6,1133.1,304.88,386.58,345459.53,438033.8,92574.27,8.1
OC-2003-00589,2003,5,4,15,Industria procesadora,82.1,598.22,277.58,332.44,166053.91,198872.26,32818.35,2.8
OC-2004-00590,2004,8,4,14,Industria procesadora,39.8,268.89,312.95,374.79,84149.13,100777.28,16628.15,5.7
OC-2004-00591,2004,1,4,10,Mayoristas locales,159.4,1067.78,279.23,355.16,298156.21,379232.74,81076.53,6.4
OC-2004-00592,2004,9,4,8,Industria procesadora,54.4,359.42,303.79,359.38,109188.2,129168.36,19980.16,7.7
OC-2004-00593,2004,10,4,14,Mayoristas locales,207.3,1387.66,293.43,376.75,407181.07,522800.9,115619.83,6.5
OC-2004-00594,2004,7,4,25,Industria procesadora,205.8,1429.76,301.06,369.75,430443.55,528653.76,98210.21,3.0
OC-2004-00595,2004,6,4,24,Supermercados,184.9,1225.16,283.48,360.68,347308.36,441890.71,94582.35,7.5
OC-2004-00596,2004,7,4,13,Supermercados,78.1,547.03,286.93,337.47,156959.32,184606.21,27646.89,2.2
OC-2005-00597,2005,2,4,11,Mayoristas locales,50.4,330.79,304.92,373.07,100864.49,123407.83,22543.34,5.7
OC-2005-00598,2005,5,4,34,Supermercados,93.9,608.42,317.69,401.78,193288.95,244450.99,51162.04,7.0
OC-2005-00599,2005,6,4,20,Mayoristas locales,215.0,1450.86,301.24,373.77,437057.07,542287.94,105230.87,3.1
OC-2005-00600,2005,3,4,16,Mercado de exportación,41.3,279.79,311.17,401.52,87062.25,112341.28,25279.03,2.8
OC-2005-00601,2005,2,4,37,Industria procesadora,205.7,1389.56,307.78,382.5,427678.78,531506.7,103827.92,3.0
OC-2006-00602,2006,12,4,31,Mayoristas locales,208.6,1415.87,285.35,338.89,404018.5,479824.18,75805.68,2.7
OC-2006-00603,2006,6,4,33,Industria procesadora,89.5,582.85,301.42,393.33,175682.65,229252.39,53569.74,6.6
OC-2006-00604,2006,11,4,33,Industria procesadora,99.7,649.68,295.83,351.91,192194.83,228628.89,36434.06,6.6
OC-2006-00605,2006,3,4,24,Mercado de exportación,121.1,804.31,281.91,361.74,226743.03,290951.1,64208.07,4.8
OC-2006-00606,2006,8,4,2,Industria procesadora,189.1,1223.48,290.11,365.64,354943.78,447353.23,92409.45,7.3
OC-2006-00607,2006,10,4,38,Mayoristas locales,163.1,1036.71,297.5,378.09,308421.23,391969.68,83548.45,8.9
OC-2007-00608,2007,1,4,22,Industria procesadora,73.9,476.47,289.17,362.96,137780.83,172939.55,35158.72,5.2
OC-2007-00609,2007,7,4,6,Mercado de exportación,115.4,763.14,320.9,396.64,244891.63,302691.85,57800.22,2.8
OC-2007-00610,2007,5,4,6,Mercado de exportación,122.7,771.18,288.66,376.61,222608.82,290434.1,67825.28,7.6
OC-2008-00611,2008,7,4,27,Industria procesadora,97.2,547.63,312.55,399.43,171161.76,218739.85,47578.09,8.2
OC-2008-00612,2008,3,4,38,Industria procesadora,156.2,936.84,333.66,422.24,312586.03,395571.32,82985.29,2.3
OC-2008-00613,2008,7,4,30,Supermercados,95.2,532.94,318.58,400.99,169784.03,213703.61,43919.58,8.9
OC-2009-00614,2009,2,4,4,Industria procesadora,141.1,792.64,360.54,469.23,285778.43,371930.47,86152.04,4.0
OC-2009-00615,2009,6,4,24,Industria procesadora,91.3,496.57,335.61,428.58,166653.86,212819.97,46166.11,7.1
OC-2009-00616,2009,9,4,26,Industria procesadora,203.8,1100.5,348.95,446.38,384019.48,491241.19,107221.71,7.8
OC-2010-00617,2010,6,4,15,Industria procesadora,59.0,493.25,281.3,351.64,138751.22,173446.43,34695.21,4.4
OC-2010-00618,2010,6,4,27,Industria procesadora,47.0,399.71,314.15,399.48,125568.9,159676.15,34107.25,2.8
OC-2010-00619,2010,11,4,18,Mayoristas locales,167.9,1410.07,290.74,358.19,409963.75,505072.97,95109.22,4.0
OC-2010-00620,2010,6,4,6,Mayoristas locales,139.3,1116.55,301.78,360.49,336952.46,402505.11,65552.65,8.3
OC-2010-00621,2010,12,4,4,Industria procesadora,154.6,1322.51,316.47,374.3,418534.74,495015.49,76480.75,2.2
OC-2010-00622,2010,1,4,31,Mayoristas locales,123.5,1011.64,310.94,407.4,314559.34,412142.14,97582.8,6.3
OC-2011-00623,2011,12,4,26,Mercado de exportación,144.2,1075.48,283.37,335.95,304758.77,361307.51,56548.74,4.0
OC-2011-00624,2011,11,4,34,Mayoristas locales,133.9,954.85,304.61,377.97,290856.86,360904.65,70047.79,8.3
OC-2011-00625,2011,1,4,2,Supermercados,180.8,1345.61,316.0,393.03,425212.76,528865.1,103652.34,4.3
OC-2011-00626,2011,11,4,8,Supermercados,117.2,842.8,300.55,368.5,253303.54,310571.8,57268.26,7.5
OC-2011-00627,2011,5,4,28,Supermercados,19.2,142.41,309.33,402.16,44051.69,57271.61,13219.92,4.4
OC-2011-00628,2011,2,4,21,Mercado de exportación,61.6,456.11,291.26,371.01,132846.6,169221.37,36374.77,4.8
OC-2012-00629,2012,6,4,6,Industria procesadora,37.7,288.93,312.67,380.14,90339.74,109833.85,19494.11,7.9
OC-2012-00630,2012,5,4,25,Mayoristas locales,81.0,618.76,295.02,375.92,182546.58,232604.26,50057.68,8.0
OC-2012-00631,2012,3,4,39,Mercado de exportación,138.0,1048.93,315.07,397.84,330486.38,417306.31,86819.93,8.5
OC-2012-00632,2012,10,4,22,Industria procesadora,169.4,1328.66,302.72,374.77,402211.96,497941.91,95729.95,5.6
OC-2013-00633,2013,4,4,30,Supermercados,22.0,151.77,301.84,388.12,45810.26,58904.97,13094.71,5.8
OC-2013-00634,2013,11,4,22,Mayoristas locales,57.9,409.19,297.44,385.01,121709.47,157542.24,35832.77,3.4
OC-2013-00635,2013,10,4,5,Mercado de exportación,87.7,615.28,309.76,395.75,190589.13,243497.06,52907.93,4.1
OC-2013-00636,2013,4,4,13,Industria procesadora,202.3,1392.6,290.46,355.73,404494.6,495389.6,90895.0,5.9
OC-2013-00637,2013,7,4,13,Industria procesadora,67.4,457.3,312.61,405.9,142956.55,185618.07,42661.52,7.2
OC-2014-00638,2014,12,4,3,Mayoristas locales,155.6,1815.94,315.27,390.52,572511.4,709160.89,136649.49,7.9
OC-2014-00639,2014,7,4,3,Mercado de exportación,156.1,1920.28,302.45,359.48,580788.69,690302.25,109513.56,3.0
OC-2014-00640,2014,4,4,28,Industria procesadora,196.2,2418.68,315.47,389.22,763020.98,941398.63,178377.65,2.8
OC-2014-00641,2014,4,4,22,Mayoristas locales,22.7,276.95,310.75,392.53,86062.21,108711.18,22648.97,3.6
OC-2015-00642,2015,1,4,6,Supermercados,198.3,2504.37,310.14,399.22,776705.31,999794.59,223089.28,5.6
OC-2015-00643,2015,12,4,1,Industria procesadora,37.6,478.33,277.43,343.71,132703.09,164406.8,31703.71,5.0
OC-2015-00644,2015,6,4,3,Mercado de exportación,64.5,792.14,294.77,358.77,233499.11,284196.07,50696.96,8.2
OC-2015-00645,2015,1,4,3,Mayoristas locales,21.1,258.83,284.14,354.24,73543.96,91687.94,18143.98,8.3
OC-2015-00646,2015,9,4,24,Industria procesadora,60.7,758.0,303.89,396.6,230348.62,300622.8,70274.18,6.8
OC-2015-00647,2015,3,4,35,Industria procesadora,50.1,649.93,277.57,347.75,180401.07,226013.16,45612.09,3.2
OC-2015-00648,2015,5,4,17,Supermercados,113.2,1392.25,283.49,350.94,394688.95,488596.22,93907.27,8.1
OC-2016-00649,2016,10,4,37,Supermercados,200.9,2750.79,280.18,362.63,770716.34,997518.98,226802.64,4.0
OC-2016-00650,2016,8,4,22,Industria procesadora,186.2,2441.95,304.95,375.31,744672.65,916488.25,171815.6,8.0
OC-2016-00651,2016,3,4,18,Supermercados,120.4,1626.91,277.89,333.21,452102.02,542102.68,90000.66,5.2
OC-2016-00652,2016,8,4,39,Industria procesadora,177.6,2451.25,276.91,332.98,678775.64,816217.23,137441.59,3.2
OC-2016-00653,2016,2,4,9,Industria procesadora,214.5,2977.6,277.6,359.1,826581.76,1069256.16,242674.4,2.6
OC-2017-00654,2017,12,4,27,Industria procesadora,184.9,2259.59,281.15,357.51,635283.73,807826.02,172542.29,4.3
OC-2017-00655,2017,2,4,10,Mercado de exportación,79.5,944.97,305.44,385.73,288631.64,364503.28,75871.64,6.9
OC-2017-00656,2017,10,4,34,Industria procesadora,182.0,2142.23,295.59,382.89,633221.77,820238.44,187016.67,7.9
OC-2018-00657,2018,4,4,4,Industria procesadora,147.4,1676.44,295.81,351.88,495907.72,589905.71,93997.99,6.7
OC-2018-00658,2018,11,4,9,Supermercados,34.8,396.99,288.46,367.78,114515.74,146004.98,31489.24,6.3
OC-2018-00659,2018,2,4,19,Mayoristas locales,94.4,1094.24,298.01,377.51,326094.46,413086.54,86992.08,4.8
OC-2018-00660,2018,3,4,22,Mayoristas locales,146.8,1733.4,298.5,364.09,517419.9,631113.61,113693.71,3.1
OC-2018-00661,2018,10,4,23,Mercado de exportación,65.7,769.32,295.28,376.91,227164.81,289964.4,62799.59,3.9
OC-2018-00662,2018,7,4,19,Mayoristas locales,161.4,1860.14,307.79,394.35,572532.49,733546.21,161013.72,5.4
OC-2019-00663,2019,5,4,32,Industria procesadora,160.8,2203.22,305.19,387.15,672400.71,852976.62,180575.91,2.1
OC-2019-00664,2019,1,4,18,Industria procesadora,157.4,2090.96,298.97,391.72,625134.31,819070.85,193936.54,5.1
OC-2019-00665,2019,4,4,32,Supermercados,217.0,2970.64,313.16,380.4,930285.62,1130031.46,199745.84,2.2
OC-2019-00666,2019,2,4,9,Industria procesadora,23.9,313.0,306.05,373.11,95793.65,116783.43,20989.78,6.3
OC-2019-00667,2019,6,4,17,Industria procesadora,155.7,2066.15,298.03,351.56,615774.68,726375.69,110601.01,5.2
OC-2019-00668,2019,5,4,27,Mayoristas locales,118.6,1623.5,289.22,343.85,469548.67,558240.48,88691.81,2.2
OC-2020-00669,2020,6,4,18,Mayoristas locales,110.3,1673.72,279.7,343.22,468139.48,574454.18,106314.7,7.6
OC-2020-00670,2020,3,4,25,Industria procesadora,179.6,2837.98,298.8,382.94,847988.42,1086776.06,238787.64,3.7
OC-2020-00671,2020,7,4,40,Mayoristas locales,142.0,2252.39,293.52,356.89,661121.51,803855.47,142733.96,3.3
OC-2020-00672,2020,4,4,25,Supermercados,204.5,3199.87,285.91,360.41,914874.83,1153265.15,238390.32,4.6
OC-2020-00673,2020,9,4,30,Mayoristas locales,135.9,2031.88,279.77,360.27,568459.07,732025.41,163566.34,8.9
OC-2020-00674,2020,4,4,18,Supermercados,195.0,3126.43,314.75,390.7,984043.84,1221496.2,237452.36,2.3
OC-2021-00675,2021,5,4,34,Industria procesadora,43.4,538.11,312.63,373.73,168229.33,201107.85,32878.52,3.2
OC-2021-00676,2021,3,4,17,Mercado de exportación,186.5,2311.28,279.96,366.11,647065.95,846182.72,199116.77,3.4
OC-2021-00677,2021,8,4,24,Supermercados,163.4,2002.83,285.77,355.01,572348.73,711024.68,138675.95,4.4
OC-2022-00678,2022,7,4,9,Industria procesadora,211.4,2834.3,280.67,367.77,795502.98,1042370.51,246867.53,4.4
OC-2022-00679,2022,9,4,6,Supermercados,175.8,2315.03,299.35,374.81,693004.23,867696.39,174692.16,6.1
OC-2022-00680,2022,4,4,14,Industria procesadora,74.3,960.25,308.44,363.05,296179.51,348618.76,52439.25,7.8
